"","Genotype","Treatment","ID","Date","Type","value"
"872","T52","Control","T52.8","11/30","WU (L)",0.8717
"873","T52","Control","T52.8","12/02","WU (L)",0.624829039
"874","T52","Control","T52.8","12/04","WU (L)",0.984829038999999
"875","T52","Control","T52.8","12/07","WU (L)",1.53
"876","T52","Control","T52.8","12/09","WU (L)",0.842
"877","T52","Control","T52.8","12/14","WU (L)",1.155
"878","T52","Control","T52.8","12/16","WU (L)",1.0075
"879","T52","Control","T52.9","10/28","WU (L)",0.1786489318
"880","T52","Control","T52.9","10/30","WU (L)",0.2490489318
"881","T52","Control","T52.9","11/02","WU (L)",0.2974489318
"882","T52","Control","T52.9","11/04","WU (L)",0.167499999999999
"883","T52","Control","T52.9","11/06","WU (L)",0.164
"884","T52","Control","T52.9","11/09","WU (L)",0.318
"885","T52","Control","T52.9","11/13","WU (L)",0.319545961
"886","T52","Control","T52.9","11/20","WU (L)",0.4325
"887","T52","Control","T52.9","11/23","WU (L)",0.752
"888","T52","Control","T52.9","11/25","WU (L)",0.528258078
"889","T52","Control","T52.9","11/27","WU (L)",0.6954
"890","T52","Control","T52.9","11/30","WU (L)",0.4657
"891","T52","Control","T52.9","12/02","WU (L)",0.524829039
"892","T52","Control","T52.9","12/04","WU (L)",0.604829039
"893","T52","Control","T52.9","12/07","WU (L)",1.2
"894","T52","Control","T52.9","12/09","WU (L)",0.352000000000001
"895","T52","Control","T52.9","12/14","WU (L)",0.865
"896","T52","Control","T52.9","12/16","WU (L)",0.6575
"897","T52","Drought","T52.1","10/28","WU (L)",0.29093175475
"898","T52","Drought","T52.1","10/30","WU (L)",0.22543175475
"899","T52","Drought","T52.1","11/06","WU (L)",0.138000000000001
"900","T52","Drought","T52.1","11/09","WU (L)",0.15
"901","T52","Drought","T52.1","11/11","WU (L)",0.184
"902","T52","Drought","T52.1","11/13","WU (L)",0.22
"903","T52","Drought","T52.1","11/16","WU (L)",0.260000000000001
"904","T52","Drought","T52.1","11/23","WU (L)",0.2285
"905","T52","Drought","T52.1","11/25","WU (L)",0.205
"906","T52","Drought","T52.1","11/27","WU (L)",0.26975
"907","T52","Drought","T52.1","11/30","WU (L)",0.2497
"908","T52","Drought","T52.1","12/02","WU (L)",0.23815
"909","T52","Drought","T52.1","12/04","WU (L)",0.16815
"910","T52","Drought","T52.1","12/07","WU (L)",0.182
"911","T52","Drought","T52.1","12/09","WU (L)",0.164
"912","T52","Drought","T52.2","10/28","WU (L)",0.23281476275
"913","T52","Drought","T52.2","10/30","WU (L)",0.30731476275
"914","T52","Drought","T52.2","11/09","WU (L)",0.0700000000000007
"915","T52","Drought","T52.2","11/11","WU (L)",0.144
"916","T52","Drought","T52.2","11/13","WU (L)",0.0400000000000005
"917","T52","Drought","T52.2","11/16","WU (L)",0.0700000000000001
"918","T52","Drought","T52.2","11/20","WU (L)",0.0433333333333333
"919","T52","Drought","T52.2","11/23","WU (L)",0.104
"920","T52","Drought","T52.2","11/25","WU (L)",0.1
"921","T52","Drought","T52.2","11/27","WU (L)",0.15925
"922","T52","Drought","T52.2","11/30","WU (L)",0.1507
"923","T52","Drought","T52.2","12/02","WU (L)",0.14815
"924","T52","Drought","T52.2","12/04","WU (L)",0.0481500000000001
"925","T52","Drought","T52.2","12/09","WU (L)",0.0340000000000002
"926","T52","Drought","T52.2","12/14","WU (L)",0.146666666666667
"927","T52","Drought","T52.2","12/16","WU (L)",0.124604457000001
"928","T52","Drought","T52.3","10/28","WU (L)",0.33444011175
"929","T52","Drought","T52.3","10/30","WU (L)",0.38594011175
"930","T52","Drought","T52.3","11/06","WU (L)",0.1865
"931","T52","Drought","T52.3","11/09","WU (L)",0.374500000000001
"932","T52","Drought","T52.3","11/11","WU (L)",0.2995
"933","T52","Drought","T52.3","11/13","WU (L)",0.22
"934","T52","Drought","T52.3","11/16","WU (L)",0.149999999999999
"935","T52","Drought","T52.3","11/25","WU (L)",0.195999999999999
"936","T52","Drought","T52.3","11/27","WU (L)",0.18225
"937","T52","Drought","T52.3","11/30","WU (L)",0.1227
"938","T52","Drought","T52.3","12/02","WU (L)",0.118149999999999
"939","T52","Drought","T52.3","12/04","WU (L)",0.0681500000000005
"940","T52","Drought","T52.4","10/28","WU (L)",0.48114345375
"941","T52","Drought","T52.4","10/30","WU (L)",0.48564345375
"942","T52","Drought","T52.4","11/06","WU (L)",0.282000000000001
"943","T52","Drought","T52.4","11/09","WU (L)",0.55
"944","T52","Drought","T52.4","11/11","WU (L)",0.324000000000001
"945","T52","Drought","T52.4","11/13","WU (L)",0.34
"946","T52","Drought","T52.4","11/16","WU (L)",0.21
"947","T52","Drought","T52.4","11/23","WU (L)",0.364
"948","T52","Drought","T52.4","11/25","WU (L)",0.19
"949","T52","Drought","T52.4","11/27","WU (L)",0.31075
"950","T52","Drought","T52.4","11/30","WU (L)",0.315700000000001
"951","T52","Drought","T52.4","12/02","WU (L)",0.19815
"952","T52","Drought","T52.4","12/04","WU (L)",0.19815
"953","T52","Drought","T52.4","12/07","WU (L)",0.0820000000000004
"954","T52","Drought","T52.4","12/14","WU (L)",0.259166666666667
"955","T52","Drought","T52.5","10/28","WU (L)",0.56504781775
"956","T52","Drought","T52.5","10/30","WU (L)",0.30954781775
"957","T52","Drought","T52.5","11/09","WU (L)",0.280000000000001
"958","T52","Drought","T52.5","11/11","WU (L)",0.264
"959","T52","Drought","T52.5","11/13","WU (L)",0.19
"960","T52","Drought","T52.5","11/16","WU (L)",0.12
"961","T52","Drought","T52.5","11/23","WU (L)",0.0840000000000004
"962","T52","Drought","T52.5","11/25","WU (L)",0.0900000000000002
"963","T52","Drought","T52.5","11/27","WU (L)",0.12075
"964","T52","Drought","T52.5","11/30","WU (L)",0.1337
"965","T52","Drought","T52.5","12/02","WU (L)",0.10815
"966","T52","Drought","T52.5","12/04","WU (L)",0.0481500000000001
"967","T52","Drought","T52.5","12/14","WU (L)",0.126666666666666
"968","T52","Drought","T52.5","12/16","WU (L)",0.0900000000000003
"969","TXNM0821","Control","TXNM0821.10","10/28","WU (L)",0.3084409468
"970","TXNM0821","Control","TXNM0821.10","10/30","WU (L)",0.2428409468
"971","TXNM0821","Control","TXNM0821.10","11/02","WU (L)",0.1147409468
"972","TXNM0821","Control","TXNM0821.10","11/04","WU (L)",0.1285
"973","TXNM0821","Control","TXNM0821.10","11/06","WU (L)",0.195
"974","TXNM0821","Control","TXNM0821.10","11/09","WU (L)",0.34
"975","TXNM0821","Control","TXNM0821.10","11/11","WU (L)",0.263
"976","TXNM0821","Control","TXNM0821.10","11/13","WU (L)",0.252
"977","TXNM0821","Control","TXNM0821.10","11/23","WU (L)",0.757999999999999
"978","TXNM0821","Control","TXNM0821.10","11/25","WU (L)",0.699758078
"979","TXNM0821","Control","TXNM0821.10","11/27","WU (L)",0.639400000000001
"980","TXNM0821","Control","TXNM0821.10","11/30","WU (L)",0.7712
"981","TXNM0821","Control","TXNM0821.10","12/02","WU (L)",0.524829039
"982","TXNM0821","Control","TXNM0821.10","12/04","WU (L)",0.804829039000001
"983","TXNM0821","Control","TXNM0821.10","12/07","WU (L)",1.3595
"984","TXNM0821","Control","TXNM0821.10","12/09","WU (L)",1.2665
"985","TXNM0821","Control","TXNM0821.5","10/28","WU (L)",0.2683722378
"986","TXNM0821","Control","TXNM0821.5","10/30","WU (L)",0.1387722378
"987","TXNM0821","Control","TXNM0821.5","11/02","WU (L)",0.2171722378
"988","TXNM0821","Control","TXNM0821.5","11/04","WU (L)",0.1735
"989","TXNM0821","Control","TXNM0821.5","11/06","WU (L)",0.2675
"990","TXNM0821","Control","TXNM0821.5","11/09","WU (L)",0.478
"991","TXNM0821","Control","TXNM0821.5","11/11","WU (L)",0.22
"992","TXNM0821","Control","TXNM0821.5","11/13","WU (L)",0.352
"993","TXNM0821","Control","TXNM0821.5","11/23","WU (L)",0.741999999999999
"994","TXNM0821","Control","TXNM0821.5","11/25","WU (L)",0.548258078
"995","TXNM0821","Control","TXNM0821.5","11/27","WU (L)",0.613900000000001
"996","TXNM0821","Control","TXNM0821.5","11/30","WU (L)",0.6862
"997","TXNM0821","Control","TXNM0821.5","12/02","WU (L)",0.504829039
"998","TXNM0821","Control","TXNM0821.5","12/04","WU (L)",0.844829039000001
"999","TXNM0821","Control","TXNM0821.5","12/07","WU (L)",1.34
"1000","TXNM0821","Control","TXNM0821.5","12/09","WU (L)",0.592
"1001","TXNM0821","Control","TXNM0821.5","12/14","WU (L)",1.035
"1002","TXNM0821","Control","TXNM0821.5","12/16","WU (L)",0.7875
"1003","TXNM0821","Control","TXNM0821.6","10/28","WU (L)",0.1445142988
"1004","TXNM0821","Control","TXNM0821.6","10/30","WU (L)",0.0809142988
"1005","TXNM0821","Control","TXNM0821.6","11/02","WU (L)",0.1133142988
"1006","TXNM0821","Control","TXNM0821.6","11/04","WU (L)",0.0255000000000007
"1007","TXNM0821","Control","TXNM0821.6","11/06","WU (L)",0.124
"1008","TXNM0821","Control","TXNM0821.6","11/09","WU (L)",0.168
"1009","TXNM0821","Control","TXNM0821.6","11/11","WU (L)",0.12
"1010","TXNM0821","Control","TXNM0821.6","11/13","WU (L)",0.182
"1011","TXNM0821","Control","TXNM0821.6","11/20","WU (L)",0.2725
"1012","TXNM0821","Control","TXNM0821.6","11/23","WU (L)",0.482
"1013","TXNM0821","Control","TXNM0821.6","11/25","WU (L)",0.368258078
"1014","TXNM0821","Control","TXNM0821.6","11/27","WU (L)",0.4804
"1015","TXNM0821","Control","TXNM0821.6","11/30","WU (L)",0.1807
"1016","TXNM0821","Control","TXNM0821.6","12/02","WU (L)",0.254829039
"1017","TXNM0821","Control","TXNM0821.6","12/04","WU (L)",0.644829039
"1018","TXNM0821","Control","TXNM0821.6","12/07","WU (L)",0.92
"1019","TXNM0821","Control","TXNM0821.6","12/09","WU (L)",0.482
"1020","TXNM0821","Control","TXNM0821.6","12/14","WU (L)",0.815
"1021","TXNM0821","Control","TXNM0821.6","12/16","WU (L)",0.7175
"1022","TXNM0821","Control","TXNM0821.7","10/28","WU (L)",0.2413174558
"1023","TXNM0821","Control","TXNM0821.7","10/30","WU (L)",0.2927174558
"1024","TXNM0821","Control","TXNM0821.7","11/02","WU (L)",0.2276174558
"1025","TXNM0821","Control","TXNM0821.7","11/04","WU (L)",0.1
"1026","TXNM0821","Control","TXNM0821.7","11/06","WU (L)",0.279500000000001
"1027","TXNM0821","Control","TXNM0821.7","11/09","WU (L)",0.422
"1028","TXNM0821","Control","TXNM0821.7","11/11","WU (L)",0.220000000000001
"1029","TXNM0821","Control","TXNM0821.7","11/13","WU (L)",0.332
"1030","TXNM0821","Control","TXNM0821.7","11/23","WU (L)",0.891
"1031","TXNM0821","Control","TXNM0821.7","11/25","WU (L)",0.774758078
"1032","TXNM0821","Control","TXNM0821.7","11/27","WU (L)",0.8089
"1033","TXNM0821","Control","TXNM0821.7","11/30","WU (L)",0.8472
"1034","TXNM0821","Control","TXNM0821.7","12/02","WU (L)",0.564829039
"1035","TXNM0821","Control","TXNM0821.7","12/04","WU (L)",0.864829039
"1036","TXNM0821","Control","TXNM0821.7","12/07","WU (L)",1.65
"1037","TXNM0821","Control","TXNM0821.7","12/09","WU (L)",0.662
"1038","TXNM0821","Control","TXNM0821.7","12/14","WU (L)",1.6355
"1039","TXNM0821","Control","TXNM0821.9","10/28","WU (L)",0.3506702878
"1040","TXNM0821","Control","TXNM0821.9","10/30","WU (L)",0.3210702878
"1041","TXNM0821","Control","TXNM0821.9","11/04","WU (L)",0.647500000000001
"1042","TXNM0821","Control","TXNM0821.9","11/06","WU (L)",0.324
"1043","TXNM0821","Control","TXNM0821.9","11/09","WU (L)",0.508
"1044","TXNM0821","Control","TXNM0821.9","11/11","WU (L)",0.5
"1045","TXNM0821","Control","TXNM0821.9","11/13","WU (L)",0.382
"1046","TXNM0821","Control","TXNM0821.9","11/25","WU (L)",0.468258078
"1047","TXNM0821","Control","TXNM0821.9","11/27","WU (L)",0.6239
"1048","TXNM0821","Control","TXNM0821.9","11/30","WU (L)",0.8597
"1049","TXNM0821","Control","TXNM0821.9","12/02","WU (L)",0.674829039
"1050","TXNM0821","Control","TXNM0821.9","12/04","WU (L)",0.804829039000001
"1051","TXNM0821","Control","TXNM0821.9","12/07","WU (L)",1.43
"1052","TXNM0821","Control","TXNM0821.9","12/09","WU (L)",0.972000000000001
"1053","TXNM0821","Control","TXNM0821.9","12/14","WU (L)",0.995
"1054","TXNM0821","Drought","TXNM0821.1","10/28","WU (L)",0.26505338875
"1055","TXNM0821","Drought","TXNM0821.1","10/30","WU (L)",0.17955338875
"1056","TXNM0821","Drought","TXNM0821.1","11/06","WU (L)",0.0620000000000002
"1057","TXNM0821","Drought","TXNM0821.1","11/09","WU (L)",0.14
"1058","TXNM0821","Drought","TXNM0821.1","11/11","WU (L)",0.194
"1059","TXNM0821","Drought","TXNM0821.1","11/13","WU (L)",0.15
"1060","TXNM0821","Drought","TXNM0821.1","11/16","WU (L)",0.14
"1061","TXNM0821","Drought","TXNM0821.1","11/20","WU (L)",0.173333333333333
"1062","TXNM0821","Drought","TXNM0821.1","11/23","WU (L)",0.204
"1063","TXNM0821","Drought","TXNM0821.1","11/25","WU (L)",0.200000000000001
"1064","TXNM0821","Drought","TXNM0821.1","11/27","WU (L)",0.22875
"1065","TXNM0821","Drought","TXNM0821.1","11/30","WU (L)",0.2817
"1066","TXNM0821","Drought","TXNM0821.1","12/02","WU (L)",0.15815
"1067","TXNM0821","Drought","TXNM0821.1","12/04","WU (L)",0.10815
"1068","TXNM0821","Drought","TXNM0821.1","12/07","WU (L)",0.0419999999999995
"1069","TXNM0821","Drought","TXNM0821.1","12/09","WU (L)",0.174
"1070","TXNM0821","Drought","TXNM0821.1","12/14","WU (L)",0.226666666666667
"1071","TXNM0821","Drought","TXNM0821.1","12/16","WU (L)",0.160000000000001
"1072","TXNM0821","Drought","TXNM0821.2","10/28","WU (L)",0.49001810575
"1073","TXNM0821","Drought","TXNM0821.2","10/30","WU (L)",0.25451810575
"1074","TXNM0821","Drought","TXNM0821.2","11/06","WU (L)",0.152
"1075","TXNM0821","Drought","TXNM0821.2","11/09","WU (L)",0.32
"1076","TXNM0821","Drought","TXNM0821.2","11/11","WU (L)",0.274
"1077","TXNM0821","Drought","TXNM0821.2","11/13","WU (L)",0.26
"1078","TXNM0821","Drought","TXNM0821.2","11/16","WU (L)",0.29
"1079","TXNM0821","Drought","TXNM0821.2","11/23","WU (L)",0.454
"1080","TXNM0821","Drought","TXNM0821.2","11/25","WU (L)",0.23
"1081","TXNM0821","Drought","TXNM0821.2","11/27","WU (L)",0.38925
"1082","TXNM0821","Drought","TXNM0821.2","11/30","WU (L)",0.421700000000001
"1083","TXNM0821","Drought","TXNM0821.2","12/02","WU (L)",0.24815
"1084","TXNM0821","Drought","TXNM0821.2","12/04","WU (L)",0.20815
"1085","TXNM0821","Drought","TXNM0821.2","12/07","WU (L)",0.222
"1086","TXNM0821","Drought","TXNM0821.2","12/09","WU (L)",0.264
"1087","TXNM0821","Drought","TXNM0821.2","12/14","WU (L)",0.316666666666667
"1088","TXNM0821","Drought","TXNM0821.3","10/28","WU (L)",0.18872841175
"1089","TXNM0821","Drought","TXNM0821.3","10/30","WU (L)",0.17822841175
"1090","TXNM0821","Drought","TXNM0821.3","11/06","WU (L)",0.0910000000000001
"1091","TXNM0821","Drought","TXNM0821.3","11/09","WU (L)",0.2225
"1092","TXNM0821","Drought","TXNM0821.3","11/11","WU (L)",0.164
"1093","TXNM0821","Drought","TXNM0821.3","11/13","WU (L)",0.16
"1094","TXNM0821","Drought","TXNM0821.3","11/16","WU (L)",0.21
"1095","TXNM0821","Drought","TXNM0821.3","11/23","WU (L)",0.336
"1096","TXNM0821","Drought","TXNM0821.3","11/25","WU (L)",0.264999999999999
"1097","TXNM0821","Drought","TXNM0821.3","11/27","WU (L)",0.303750000000001
"1098","TXNM0821","Drought","TXNM0821.3","11/30","WU (L)",0.3192
"1099","TXNM0821","Drought","TXNM0821.3","12/02","WU (L)",0.25815
"1100","TXNM0821","Drought","TXNM0821.3","12/04","WU (L)",0.14815
"1101","TXNM0821","Drought","TXNM0821.3","12/07","WU (L)",0.1295
"1102","TXNM0821","Drought","TXNM0821.3","12/09","WU (L)",0.214
"1103","TXNM0821","Drought","TXNM0821.3","12/14","WU (L)",0.230666666666666
"1104","TXNM0821","Drought","TXNM0821.4","10/28","WU (L)",0.30279201475
"1105","TXNM0821","Drought","TXNM0821.4","10/30","WU (L)",0.24579201475
"1106","TXNM0821","Drought","TXNM0821.4","11/06","WU (L)",0.1735
"1107","TXNM0821","Drought","TXNM0821.4","11/09","WU (L)",0.358
"1108","TXNM0821","Drought","TXNM0821.4","11/11","WU (L)",0.3195
"1109","TXNM0821","Drought","TXNM0821.4","11/13","WU (L)",0.28
"1110","TXNM0821","Drought","TXNM0821.4","11/16","WU (L)",0.26
"1111","TXNM0821","Drought","TXNM0821.4","11/23","WU (L)",0.367
"1112","TXNM0821","Drought","TXNM0821.4","11/25","WU (L)",0.3325
"1113","TXNM0821","Drought","TXNM0821.4","11/27","WU (L)",0.372750000000001
"1114","TXNM0821","Drought","TXNM0821.4","11/30","WU (L)",0.3672
"1115","TXNM0821","Drought","TXNM0821.4","12/02","WU (L)",0.27815
"1116","TXNM0821","Drought","TXNM0821.4","12/04","WU (L)",0.15815
"1117","TXNM0821","Drought","TXNM0821.4","12/07","WU (L)",0.1565
"1118","TXNM0821","Drought","TXNM0821.4","12/09","WU (L)",0.325
"1119","TXNM0821","Drought","TXNM0821.8","10/28","WU (L)",0.40988904375
"1120","TXNM0821","Drought","TXNM0821.8","10/30","WU (L)",0.34438904375
"1121","TXNM0821","Drought","TXNM0821.8","11/06","WU (L)",0.202
"1122","TXNM0821","Drought","TXNM0821.8","11/09","WU (L)",0.35
"1123","TXNM0821","Drought","TXNM0821.8","11/11","WU (L)",0.314
"1124","TXNM0821","Drought","TXNM0821.8","11/13","WU (L)",0.28
"1125","TXNM0821","Drought","TXNM0821.8","11/16","WU (L)",0.27
"1126","TXNM0821","Drought","TXNM0821.8","11/23","WU (L)",0.324
"1127","TXNM0821","Drought","TXNM0821.8","11/25","WU (L)",0.3
"1128","TXNM0821","Drought","TXNM0821.8","11/27","WU (L)",0.33725
"1129","TXNM0821","Drought","TXNM0821.8","11/30","WU (L)",0.3682
"1130","TXNM0821","Drought","TXNM0821.8","12/02","WU (L)",0.23815
"1131","TXNM0821","Drought","TXNM0821.8","12/04","WU (L)",0.17815
"1132","TXNM0821","Drought","TXNM0821.8","12/07","WU (L)",0.162
"1133","TXNM0821","Drought","TXNM0821.8","12/09","WU (L)",0.113999999999999
"1134","TXNM0821","Drought","TXNM0821.8","12/14","WU (L)",0.296666666666666
"1135","TXNM0821","Drought","TXNM0821.8","12/16","WU (L)",0.23
"1136","V60-96","Control","V60-96.10","10/28","WU (L)",0.0946851438
"1137","V60-96","Control","V60-96.10","10/30","WU (L)",0.0590851438
"1138","V60-96","Control","V60-96.10","11/02","WU (L)",0.0634851438
"1139","V60-96","Control","V60-96.10","11/06","WU (L)",0.0640000000000002
"1140","V60-96","Control","V60-96.10","11/09","WU (L)",0.107999999999999
"1141","V60-96","Control","V60-96.10","11/11","WU (L)",0.0999999999999996
"1142","V60-96","Control","V60-96.10","11/13","WU (L)",0.162
"1143","V60-96","Control","V60-96.10","11/20","WU (L)",0.2125
"1144","V60-96","Control","V60-96.10","11/23","WU (L)",0.372
"1145","V60-96","Control","V60-96.10","11/25","WU (L)",0.248258078
"1146","V60-96","Control","V60-96.10","11/27","WU (L)",0.3919
"1147","V60-96","Control","V60-96.10","11/30","WU (L)",0.0347000000000005
"1148","V60-96","Control","V60-96.10","12/02","WU (L)",0.274829038999999
"1149","V60-96","Control","V60-96.10","12/04","WU (L)",0.544829039
"1150","V60-96","Control","V60-96.10","12/07","WU (L)",0.81
"1151","V60-96","Control","V60-96.10","12/09","WU (L)",0.312
"1152","V60-96","Control","V60-96.10","12/14","WU (L)",0.915
"1153","V60-96","Control","V60-96.10","12/16","WU (L)",0.578291086
"1154","V60-96","Control","V60-96.6","10/30","WU (L)",0.1348493038
"1155","V60-96","Control","V60-96.6","11/02","WU (L)",0.0232493038
"1156","V60-96","Control","V60-96.6","11/06","WU (L)",0.104
"1157","V60-96","Control","V60-96.6","11/09","WU (L)",0.208
"1158","V60-96","Control","V60-96.6","11/11","WU (L)",0.1
"1159","V60-96","Control","V60-96.6","11/13","WU (L)",0.152
"1160","V60-96","Control","V60-96.6","11/25","WU (L)",0.138258078
"1161","V60-96","Control","V60-96.6","11/27","WU (L)",0.2569
"1162","V60-96","Control","V60-96.6","11/30","WU (L)",0.3307
"1163","V60-96","Control","V60-96.6","12/02","WU (L)",0.314829039
"1164","V60-96","Control","V60-96.6","12/04","WU (L)",0.474829039
"1165","V60-96","Control","V60-96.6","12/07","WU (L)",0.94
"1166","V60-96","Control","V60-96.6","12/09","WU (L)",0.552
"1167","V60-96","Control","V60-96.6","12/14","WU (L)",0.727000000000001
"1168","V60-96","Control","V60-96.7","10/28","WU (L)",0.0401224698
"1169","V60-96","Control","V60-96.7","10/30","WU (L)",0.4155224698
"1170","V60-96","Control","V60-96.7","11/06","WU (L)",0.137000000000001
"1171","V60-96","Control","V60-96.7","11/09","WU (L)",0.308
"1172","V60-96","Control","V60-96.7","11/11","WU (L)",0.170000000000001
"1173","V60-96","Control","V60-96.7","11/13","WU (L)",0.222
"1174","V60-96","Control","V60-96.7","11/23","WU (L)",0.6455
"1175","V60-96","Control","V60-96.7","11/25","WU (L)",0.516758078
"1176","V60-96","Control","V60-96.7","11/27","WU (L)",0.4764
"1177","V60-96","Control","V60-96.7","11/30","WU (L)",0.4907
"1178","V60-96","Control","V60-96.7","12/02","WU (L)",0.404829039
"1179","V60-96","Control","V60-96.7","12/04","WU (L)",0.624829039
"1180","V60-96","Control","V60-96.7","12/07","WU (L)",1.077
"1181","V60-96","Control","V60-96.7","12/09","WU (L)",0.8165
"1182","V60-96","Control","V60-96.7","12/14","WU (L)",1.459
"1183","V60-96","Control","V60-96.8","10/28","WU (L)",0.0433973078
"1184","V60-96","Control","V60-96.8","10/30","WU (L)",0.1217973078
"1185","V60-96","Control","V60-96.8","11/06","WU (L)",0.0575000000000002
"1186","V60-96","Control","V60-96.8","11/09","WU (L)",0.145
"1187","V60-96","Control","V60-96.8","11/11","WU (L)",0.17525
"1188","V60-96","Control","V60-96.8","11/13","WU (L)",0.0919999999999993
"1189","V60-96","Control","V60-96.8","11/23","WU (L)",0.357
"1190","V60-96","Control","V60-96.8","11/25","WU (L)",0.368258078
"1191","V60-96","Control","V60-96.8","11/27","WU (L)",0.408400000000001
"1192","V60-96","Control","V60-96.8","11/30","WU (L)",0.390567223999999
"1193","V60-96","Control","V60-96.8","12/02","WU (L)",0.524829039
"1194","V60-96","Control","V60-96.8","12/04","WU (L)",0.634829039
"1195","V60-96","Control","V60-96.8","12/07","WU (L)",1.0135
"1196","V60-96","Control","V60-96.8","12/09","WU (L)",0.317
"1197","V60-96","Control","V60-96.9","10/28","WU (L)",0.2227185698
"1198","V60-96","Control","V60-96.9","10/30","WU (L)",0.1531185698
"1199","V60-96","Control","V60-96.9","11/02","WU (L)",0.0715185698
"1200","V60-96","Control","V60-96.9","11/04","WU (L)",0.0974999999999999
"1201","V60-96","Control","V60-96.9","11/06","WU (L)",0.164
"1202","V60-96","Control","V60-96.9","11/09","WU (L)",0.288
"1203","V60-96","Control","V60-96.9","11/11","WU (L)",0.201
"1204","V60-96","Control","V60-96.9","11/13","WU (L)",0.242
"1205","V60-96","Control","V60-96.9","11/23","WU (L)",0.562
"1206","V60-96","Control","V60-96.9","11/25","WU (L)",0.478258078000001
"1207","V60-96","Control","V60-96.9","11/27","WU (L)",0.5504
"1208","V60-96","Control","V60-96.9","11/30","WU (L)",0.5902
"1209","V60-96","Control","V60-96.9","12/02","WU (L)",0.484829039
"1210","V60-96","Control","V60-96.9","12/04","WU (L)",0.754829039000001
"1211","V60-96","Control","V60-96.9","12/07","WU (L)",1.74
"1212","V60-96","Control","V60-96.9","12/09","WU (L)",0.272000000000001
"1213","V60-96","Control","V60-96.9","12/14","WU (L)",1.595
"1214","V60-96","Drought","V60-96.1","10/28","WU (L)",0.04820334275
"1215","V60-96","Drought","V60-96.1","10/30","WU (L)",0.04720334275
"1216","V60-96","Drought","V60-96.1","11/06","WU (L)",0.0239999999999999
"1217","V60-96","Drought","V60-96.1","11/13","WU (L)",0.0400000000000005
"1218","V60-96","Drought","V60-96.1","11/16","WU (L)",0.00999999999999965
"1219","V60-96","Drought","V60-96.1","11/20","WU (L)",0.0233333333333329
"1220","V60-96","Drought","V60-96.1","11/25","WU (L)",0.00199999999999929
"1221","V60-96","Drought","V60-96.1","11/27","WU (L)",0.0552500000000007
"1222","V60-96","Drought","V60-96.1","12/02","WU (L)",0.00815000000000003
"1223","V60-96","Drought","V60-96.1","12/04","WU (L)",0.0181499999999998
"1224","V60-96","Drought","V60-96.1","12/14","WU (L)",0.0441666666666659
"1225","V60-96","Drought","V60-96.2","10/28","WU (L)",0.06195125375
"1226","V60-96","Drought","V60-96.2","10/30","WU (L)",0.03145125375
"1227","V60-96","Drought","V60-96.2","11/06","WU (L)",0.00200000000000056
"1228","V60-96","Drought","V60-96.2","11/09","WU (L)",0.06
"1229","V60-96","Drought","V60-96.2","11/11","WU (L)",0.0940000000000001
"1230","V60-96","Drought","V60-96.2","11/13","WU (L)",0.0600000000000001
"1231","V60-96","Drought","V60-96.2","11/16","WU (L)",0.0399999999999999
"1232","V60-96","Drought","V60-96.2","11/23","WU (L)",0.134
"1233","V60-96","Drought","V60-96.2","11/25","WU (L)",0.0499999999999993
"1234","V60-96","Drought","V60-96.2","11/27","WU (L)",0.12875
"1235","V60-96","Drought","V60-96.2","11/30","WU (L)",0.1252
"1236","V60-96","Drought","V60-96.2","12/02","WU (L)",0.0681499999999996
"1237","V60-96","Drought","V60-96.2","12/04","WU (L)",0.0781500000000003
"1238","V60-96","Drought","V60-96.2","12/07","WU (L)",0.422
"1239","V60-96","Drought","V60-96.2","12/09","WU (L)",0.234
"1240","V60-96","Drought","V60-96.2","12/14","WU (L)",0.116666666666667
"1241","V60-96","Drought","V60-96.3","10/28","WU (L)",0.23160584975
"1242","V60-96","Drought","V60-96.3","10/30","WU (L)",0.20760584975
"1243","V60-96","Drought","V60-96.3","11/06","WU (L)",0.0525000000000001
"1244","V60-96","Drought","V60-96.3","11/09","WU (L)",0.122
"1245","V60-96","Drought","V60-96.3","11/11","WU (L)",0.158
"1246","V60-96","Drought","V60-96.3","11/13","WU (L)",0.1
"1247","V60-96","Drought","V60-96.3","11/16","WU (L)",0.0899999999999997
"1248","V60-96","Drought","V60-96.3","11/25","WU (L)",0.298
"1249","V60-96","Drought","V60-96.3","11/27","WU (L)",0.23925
"1250","V60-96","Drought","V60-96.3","11/30","WU (L)",0.1907
"1251","V60-96","Drought","V60-96.3","12/02","WU (L)",0.10815
"1252","V60-96","Drought","V60-96.3","12/04","WU (L)",0.108150000000001
"1253","V60-96","Drought","V60-96.4","10/28","WU (L)",0.32405153175
"1254","V60-96","Drought","V60-96.4","10/30","WU (L)",0.25855153175
"1255","V60-96","Drought","V60-96.4","11/06","WU (L)",0.107
"1256","V60-96","Drought","V60-96.4","11/09","WU (L)",0.22
"1257","V60-96","Drought","V60-96.4","11/11","WU (L)",0.204
"1258","V60-96","Drought","V60-96.4","11/13","WU (L)",0.15
"1259","V60-96","Drought","V60-96.4","11/16","WU (L)",0.1
"1260","V60-96","Drought","V60-96.4","11/23","WU (L)",0.124
"1261","V60-96","Drought","V60-96.4","11/25","WU (L)",0.13
