"","Code_Date","ID","Date","Treatment","species_geno","Genotype","gsw_porometer"
"674","TXNM0821.3_11.16","TXNM0821.3","11/16-17","Drought","TXNM0821","TXNM0821",0.0351395
"675","TXNM0821.3_11.23","TXNM0821.3","11/23-24","Drought","TXNM0821","TXNM0821",0.0452115
"676","TXNM0821.3_11.30","TXNM0821.3","11/02-03","Drought","TXNM0821","TXNM0821",0.0343555
"677","TXNM0821.4_10.26","TXNM0821.4","10/26-27","Drought","TXNM0821","TXNM0821",0.119317
"678","TXNM0821.4_11.06","TXNM0821.4","11/06","Drought","TXNM0821","TXNM0821",0.1309695
"679","TXNM0821.4_11.11","TXNM0821.4","11/11","Drought","TXNM0821","TXNM0821",0.0617075
"680","TXNM0821.4_11.16","TXNM0821.4","11/16-17","Drought","TXNM0821","TXNM0821",0.093513
"681","TXNM0821.4_11.20","TXNM0821.4","11/02-03","Drought","TXNM0821","TXNM0821",0.064834
"682","TXNM0821.4_11.23","TXNM0821.4","11/23-24","Drought","TXNM0821","TXNM0821",0.0661825
"683","TXNM0821.4_11.30","TXNM0821.4","11/02-03","Drought","TXNM0821","TXNM0821",0.011841
"684","TXNM0821.5_10.27","TXNM0821.5","10/26-27","Drought","TXNM0821","TXNM0821",0.156490333333333
"685","TXNM0821.5_11.06","TXNM0821.5","11/06","Drought","TXNM0821","TXNM0821",0.1351915
"686","TXNM0821.5_11.11","TXNM0821.5","11/11","Drought","TXNM0821","TXNM0821",0.113091
"687","TXNM0821.5_11.20","TXNM0821.5","11/02-03","Drought","TXNM0821","TXNM0821",0.1449795
"688","TXNM0821.5_11.24","TXNM0821.5","11/23-24","Drought","TXNM0821","TXNM0821",0.213949
"689","TXNM0821.5_11.30","TXNM0821.5","11/02-03","Drought","TXNM0821","TXNM0821",0.077336
"690","TXNM0821.5_12.02","TXNM0821.5","12/02","Drought","TXNM0821","TXNM0821",0.149582
"691","TXNM0821.6_10.27","TXNM0821.6","10/26-27","Control","TXNM0821","TXNM0821",0.07056
"692","TXNM0821.6_11.06","TXNM0821.6","11/06","Control","TXNM0821","TXNM0821",0.0642285
"693","TXNM0821.6_11.11","TXNM0821.6","11/11","Control","TXNM0821","TXNM0821",0.0757005
"694","TXNM0821.6_11.17","TXNM0821.6","11/16-17","Control","TXNM0821","TXNM0821",0.2382775
"695","TXNM0821.6_11.24","TXNM0821.6","11/23-24","Control","TXNM0821","TXNM0821",0.042164
"696","TXNM0821.6_11.30","TXNM0821.6","11/02-03","Control","TXNM0821","TXNM0821",0.063645
"697","TXNM0821.6_12.02","TXNM0821.6","12/02","Control","TXNM0821","TXNM0821",0.085894
"698","TXNM0821.7_10.26","TXNM0821.7","10/26-27","Control","TXNM0821","TXNM0821",0.208468
"699","TXNM0821.7_11.06","TXNM0821.7","11/06","Control","TXNM0821","TXNM0821",0.095282
"700","TXNM0821.7_11.11","TXNM0821.7","11/11","Control","TXNM0821","TXNM0821",0.0739195
"701","TXNM0821.7_11.16","TXNM0821.7","11/16-17","Control","TXNM0821","TXNM0821",0.204554
"702","TXNM0821.7_11.20","TXNM0821.7","11/02-03","Control","TXNM0821","TXNM0821",0.3872485
"703","TXNM0821.7_11.23","TXNM0821.7","11/23-24","Control","TXNM0821","TXNM0821",0.1293645
"704","TXNM0821.7_11.30","TXNM0821.7","11/02-03","Control","TXNM0821","TXNM0821",0.126651
"705","TXNM0821.8_10.27","TXNM0821.8","10/26-27","Control","TXNM0821","TXNM0821",0.192477666666667
"706","TXNM0821.8_11.06","TXNM0821.8","11/06","Control","TXNM0821","TXNM0821",0.071013
"707","TXNM0821.8_11.11","TXNM0821.8","11/11","Control","TXNM0821","TXNM0821",0.0937055
"708","TXNM0821.8_11.17","TXNM0821.8","11/16-17","Control","TXNM0821","TXNM0821",0.053406
"709","TXNM0821.8_11.20","TXNM0821.8","11/02-03","Control","TXNM0821","TXNM0821",0.018625
"710","TXNM0821.8_11.24","TXNM0821.8","11/23-24","Control","TXNM0821","TXNM0821",0.036525
"711","TXNM0821.8_11.30","TXNM0821.8","11/02-03","Control","TXNM0821","TXNM0821",0.008738
"712","TXNM0821.8_12.02","TXNM0821.8","12/02","Control","TXNM0821","TXNM0821",0.012578
"713","TXNM0821.9_10.27","TXNM0821.9","10/26-27","Control","TXNM0821","TXNM0821",0.101066333333333
"714","TXNM0821.9_11.06","TXNM0821.9","11/06","Control","TXNM0821","TXNM0821",0.098343
"715","TXNM0821.9_11.11","TXNM0821.9","11/11","Control","TXNM0821","TXNM0821",0.102523
"716","TXNM0821.9_11.20","TXNM0821.9","11/02-03","Control","TXNM0821","TXNM0821",0.2879705
"717","TXNM0821.9_11.23","TXNM0821.9","11/23-24","Control","TXNM0821","TXNM0821",0.0764165
"718","TXNM0821.9_11.30","TXNM0821.9","11/02-03","Control","TXNM0821","TXNM0821",0.1276475
"719","TXNM0821.9_12.02","TXNM0821.9","12/02","Control","TXNM0821","TXNM0821",0.111151666666667
"720","V60-96.1_10.26","V60-96.1","10/26-27","Drought","V60-96","V60-96",0.27514
"721","V60-96.1_11.06","V60-96.1","11/06","Drought","V60-96","V60-96",0.082263
"722","V60-96.1_11.11","V60-96.1","11/11","Drought","V60-96","V60-96",0.03879
"723","V60-96.1_11.16","V60-96.1","11/16-17","Drought","V60-96","V60-96",0.057512
"724","V60-96.1_11.23","V60-96.1","11/23-24","Drought","V60-96","V60-96",0.0214965
"725","V60-96.1_11.30","V60-96.1","11/02-03","Drought","V60-96","V60-96",0.020462
"726","V60-96.10_10.27","V60-96.10.","10/26-27","Control","V60-96","V60-96",0.314264666666667
"727","V60-96.10_11.06","V60-96.10.","11/06","Control","V60-96","V60-96",0.127284
"728","V60-96.10_11.11","V60-96.10.","11/11","Control","V60-96","V60-96",0.182362
"729","V60-96.10_11.17","V60-96.10.","11/16-17","Control","V60-96","V60-96",0.2453645
"730","V60-96.10_11.24","V60-96.10.","11/23-24","Control","V60-96","V60-96",0.076913
"731","V60-96.10_11.30","V60-96.10.","11/02-03","Control","V60-96","V60-96",0.0287095
"732","V60-96.10_12.02","V60-96.10.","12/02","Control","V60-96","V60-96",0.095925
"733","V60-96.2_10.27","V60-96.2","10/26-27","Drought","V60-96","V60-96",0.174562333333333
"734","V60-96.2_11.06","V60-96.2","11/06","Drought","V60-96","V60-96",0.052903
"735","V60-96.2_11.11","V60-96.2","11/11","Drought","V60-96","V60-96",0.0856275
"736","V60-96.2_11.16","V60-96.2","11/16-17","Drought","V60-96","V60-96",0.067084
"737","V60-96.2_11.23","V60-96.2","11/23-24","Drought","V60-96","V60-96",0.038986
"738","V60-96.2_11.30","V60-96.2","11/02-03","Drought","V60-96","V60-96",0.0376485
"739","V60-96.3_10.26","V60-96.3","10/26-27","Drought","V60-96","V60-96",0.142088
"740","V60-96.3_11.06","V60-96.3","11/06","Drought","V60-96","V60-96",0.103377
"741","V60-96.3_11.11","V60-96.3","11/11","Drought","V60-96","V60-96",0.032531
"742","V60-96.3_11.16","V60-96.3","11/16-17","Drought","V60-96","V60-96",0.0167455
"743","V60-96.3_11.20","V60-96.3","11/02-03","Drought","V60-96","V60-96",0.131896
"744","V60-96.3_11.23","V60-96.3","11/23-24","Drought","V60-96","V60-96",0.1318255
"745","V60-96.3_11.30","V60-96.3","11/02-03","Drought","V60-96","V60-96",0.0674375
"746","V60-96.4_10.27","V60-96.4","10/26-27","Drought","V60-96","V60-96",0.127576
"747","V60-96.4_11.06","V60-96.4","11/06","Drought","V60-96","V60-96",0.0425615
"748","V60-96.4_11.11","V60-96.4","11/11","Drought","V60-96","V60-96",0.0413275
"749","V60-96.4_11.24","V60-96.4","11/23-24","Drought","V60-96","V60-96",0.005506
"750","V60-96.4_11.30","V60-96.4","11/02-03","Drought","V60-96","V60-96",0.0133425
"751","V60-96.4_12.02","V60-96.4","12/02","Drought","V60-96","V60-96",0.003279
"752","V60-96.5_10.27","V60-96.5","10/26-27","Drought","V60-96","V60-96",0.219973666666667
"753","V60-96.5_11.06","V60-96.5","11/06","Drought","V60-96","V60-96",0.0496755
"754","V60-96.5_11.11","V60-96.5","11/11","Drought","V60-96","V60-96",0.0256015
"755","V60-96.5_11.17","V60-96.5","11/16-17","Drought","V60-96","V60-96",0.015462
"756","V60-96.5_11.24","V60-96.5","11/23-24","Drought","V60-96","V60-96",0.007053
"757","V60-96.5_11.30","V60-96.5","11/02-03","Drought","V60-96","V60-96",0.0135905
"758","V60-96.5_12.02","V60-96.5","12/02","Drought","V60-96","V60-96",0.0082395
"759","V60-96.6_10.27","V60-96.6","10/26-27","Control","V60-96","V60-96",0.277959666666667
"760","V60-96.6_11.06","V60-96.6","11/06","Control","V60-96","V60-96",0.0931935
"761","V60-96.6_11.11","V60-96.6","11/11","Control","V60-96","V60-96",0.144328
"762","V60-96.6_11.23","V60-96.6","11/23-24","Control","V60-96","V60-96",0.1172475
"763","V60-96.6_11.30","V60-96.6","11/02-03","Control","V60-96","V60-96",0.2982245
"764","V60-96.6_12.02","V60-96.6","12/02","Control","V60-96","V60-96",0.120879333333333
"765","V60-96.7_10.26","V60-96.7","10/26-27","Control","V60-96","V60-96",0.225517
"766","V60-96.7_11.06","V60-96.7","11/06","Control","V60-96","V60-96",0.0945255
"767","V60-96.7_11.11","V60-96.7","11/11","Control","V60-96","V60-96",0.201687
"768","V60-96.7_11.16","V60-96.7","11/16-17","Control","V60-96","V60-96",0.175142
"769","V60-96.7_11.23","V60-96.7","11/23-24","Control","V60-96","V60-96",0.1405825
"770","V60-96.7_11.30","V60-96.7","11/02-03","Control","V60-96","V60-96",0.368158
"771","V60-96.8_10.26","V60-96.8","10/26-27","Control","V60-96","V60-96",0.138345
"772","V60-96.8_11.06","V60-96.8","11/06","Control","V60-96","V60-96",0.087133
"773","V60-96.8_11.11","V60-96.8","11/11","Control","V60-96","V60-96",0.1299925
"774","V60-96.8_11.16","V60-96.8","11/16-17","Control","V60-96","V60-96",0.1539215
"775","V60-96.8_11.20","V60-96.8","11/02-03","Control","V60-96","V60-96",0.203615
"776","V60-96.8_11.23","V60-96.8","11/23-24","Control","V60-96","V60-96",0.1131695
"777","V60-96.8_11.30","V60-96.8","11/02-03","Control","V60-96","V60-96",0.1762075
"778","V60-96.9_10.27","V60-96.9","10/26-27","Control","V60-96","V60-96",0.691859
"779","V60-96.9_11.06","V60-96.9","11/06","Control","V60-96","V60-96",0.070555
"780","V60-96.9_11.11","V60-96.9","11/11","Control","V60-96","V60-96",0.448408
"781","V60-96.9_11.17","V60-96.9","11/16-17","Control","V60-96","V60-96",0.160564
"782","V60-96.9_11.24","V60-96.9","11/23-24","Control","V60-96","V60-96",0.12535
"783","V60-96.9_11.30","V60-96.9","11/02-03","Control","V60-96","V60-96",0.0674805
"784","V60-96.9_12.02","V60-96.9","12/02","Control","V60-96","V60-96",0.124147666666667
"785","Vru42.1_10.26","Vru42.1","10/26-27","Drought","Vru42","Vru42",0.483693
"786","Vru42.1_11.06","Vru42.1","11/06","Drought","Vru42","Vru42",0.105845
"787","Vru42.1_11.11","Vru42.1","11/11","Drought","Vru42","Vru42",0.1110255
"788","Vru42.1_11.16","Vru42.1","11/16-17","Drought","Vru42","Vru42",0.065381
"789","Vru42.1_11.23","Vru42.1","11/23-24","Drought","Vru42","Vru42",0.028247
"790","Vru42.1_11.30","Vru42.1","11/02-03","Drought","Vru42","Vru42",0.0436805
"791","Vru42.10_10.26","Vru42.10.","10/26-27","Control","Vru42","Vru42",0.258524666666667
"792","Vru42.10_11.06","Vru42.10.","11/06","Control","Vru42","Vru42",0.6508205
"793","Vru42.10_11.11","Vru42.10.","11/11","Control","Vru42","Vru42",0.194957
"794","Vru42.10_11.16","Vru42.10.","11/16-17","Control","Vru42","Vru42",0.3627505
"795","Vru42.10_11.20","Vru42.10.","11/02-03","Control","Vru42","Vru42",0.3619235
"796","Vru42.10_11.23","Vru42.10.","11/23-24","Control","Vru42","Vru42",0.2564075
"797","Vru42.10_11.30","Vru42.10.","11/02-03","Control","Vru42","Vru42",0.170371
"798","Vru42.2_10.27","Vru42.2","10/26-27","Drought","Vru42","Vru42",0.256448333333333
"799","Vru42.2_11.06","Vru42.2","11/06","Drought","Vru42","Vru42",0.0617895
"800","Vru42.2_11.11","Vru42.2","11/11","Drought","Vru42","Vru42",0.157012
"801","Vru42.2_11.23","Vru42.2","11/23-24","Drought","Vru42","Vru42",0.018887
"802","Vru42.2_11.30","Vru42.2","11/02-03","Drought","Vru42","Vru42",0.029402
"803","Vru42.2_12.02","Vru42.2","12/02","Drought","Vru42","Vru42",0.0240136666666667
"804","Vru42.3_10.27","Vru42.3","10/26-27","Drought","Vru42","Vru42",0.499833
"805","Vru42.3_11.06","Vru42.3","11/06","Drought","Vru42","Vru42",0.1502325
"806","Vru42.3_11.11","Vru42.3","11/11","Drought","Vru42","Vru42",0.134344
"807","Vru42.3_11.24","Vru42.3","11/23-24","Drought","Vru42","Vru42",0.0893195
"808","Vru42.3_11.30","Vru42.3","11/02-03","Drought","Vru42","Vru42",0.018903
"809","Vru42.3_12.02","Vru42.3","12/02","Drought","Vru42","Vru42",0.030383
"810","Vru42.4_10.27","Vru42.4","10/26-27","Drought","Vru42","Vru42",0.189888
"811","Vru42.4_11.06","Vru42.4","11/06","Drought","Vru42","Vru42",0.039008
"812","Vru42.4_11.11","Vru42.4","11/11","Drought","Vru42","Vru42",0.0803475
"813","Vru42.4_11.17","Vru42.4","11/16-17","Drought","Vru42","Vru42",0.019726
"814","Vru42.4_11.24","Vru42.4","11/23-24","Drought","Vru42","Vru42",0.0196485
"815","Vru42.4_11.30","Vru42.4","11/02-03","Drought","Vru42","Vru42",0.03292
"816","Vru42.4_12.02","Vru42.4","12/02","Drought","Vru42","Vru42",0.0531416666666667
"817","Vru42.5_10.26","Vru42.5","10/26-27","Drought","Vru42","Vru42",0.323155
"818","Vru42.5_11.06","Vru42.5","11/06","Drought","Vru42","Vru42",0.4864995
"819","Vru42.5_11.11","Vru42.5","11/11","Drought","Vru42","Vru42",0.2257375
"820","Vru42.5_11.16","Vru42.5","11/16-17","Drought","Vru42","Vru42",0.0482345
"821","Vru42.5_11.23","Vru42.5","11/23-24","Drought","Vru42","Vru42",0.0541625
"822","Vru42.5_11.30","Vru42.5","11/02-03","Drought","Vru42","Vru42",0.0495115
"823","Vru42.6_10.26","Vru42.6","10/26-27","Control","Vru42","Vru42",0.472184333333333
"824","Vru42.6_11.06","Vru42.6","11/06","Control","Vru42","Vru42",0.4662445
"825","Vru42.6_11.11","Vru42.6","11/11","Control","Vru42","Vru42",0.135631
"826","Vru42.6_11.16","Vru42.6","11/16-17","Control","Vru42","Vru42",0.356253
"827","Vru42.6_11.23","Vru42.6","11/23-24","Control","Vru42","Vru42",0.035071
"828","Vru42.6_11.30","Vru42.6","11/02-03","Control","Vru42","Vru42",0.2158575
"829","Vru42.7_10.27","Vru42.7","10/26-27","Control","Vru42","Vru42",0.327825333333333
"830","Vru42.7_11.06","Vru42.7","11/06","Control","Vru42","Vru42",0.263527
"831","Vru42.7_11.11","Vru42.7","11/11","Control","Vru42","Vru42",0.1746165
"832","Vru42.7_11.17","Vru42.7","11/16-17","Control","Vru42","Vru42",0.482627
"833","Vru42.7_11.24","Vru42.7","11/23-24","Control","Vru42","Vru42",0.1792705
"834","Vru42.7_11.30","Vru42.7","11/02-03","Control","Vru42","Vru42",0.121524
"835","Vru42.7_12.02","Vru42.7","12/02","Control","Vru42","Vru42",0.119337
"836","Vru42.8_10.27","Vru42.8","10/26-27","Control","Vru42","Vru42",0.241816333333333
"837","Vru42.8_11.06","Vru42.8","11/06","Control","Vru42","Vru42",0.5906685
"838","Vru42.8_11.11","Vru42.8","11/11","Control","Vru42","Vru42",0.162579
"839","Vru42.8_11.16","Vru42.8","11/16-17","Control","Vru42","Vru42",0.5046915
"840","Vru42.8_11.20","Vru42.8","11/02-03","Control","Vru42","Vru42",0.2119535
"841","Vru42.8_11.23","Vru42.8","11/23-24","Control","Vru42","Vru42",0.023251
"842","Vru42.8_11.30","Vru42.8","11/02-03","Control","Vru42","Vru42",0.122818
"843","Vru42.9_10.27","Vru42.9","10/26-27","Control","Vru42","Vru42",0.521990333333333
"844","Vru42.9_11.06","Vru42.9","11/06","Control","Vru42","Vru42",0.1265285
"845","Vru42.9_11.11","Vru42.9","11/11","Control","Vru42","Vru42",0.2449035
"846","Vru42.9_11.17","Vru42.9","11/16-17","Control","Vru42","Vru42",0.4668975
"847","Vru42.9_11.24","Vru42.9","11/23-24","Control","Vru42","Vru42",0.253491
"848","Vru42.9_11.30","Vru42.9","11/02-03","Control","Vru42","Vru42",0.1028815
"849","Vru42.9_12.02","Vru42.9","12/02","Control","Vru42","Vru42",0.104843
